response,answer,table_id,key,question
"The Conservative candidate, John Hill, won the election by a majority of 865 votes.","The result was a win for the Conservative candidate John Hill, with a majority of 865 votes (2.9%) over his opponent, the Labour candidate J.M. Stewart.",totto_source/dev_json/example-1957.json,1958,Who won the election and by how much?
"In the production of CatDog, Erik Wiese had the roles of character designer, title card design, storyboard clean-up, and storyboard artist. In The X's, he had the role of storyboard artist. In 2000 Sammy, he had the role of director.","Erik Wiese has worked on CatDog as a character designer, on The X's as a storyboard artist, and as a director on the 2000 Sammy.",totto_source/train_json/example-2307.json,10008,"What roles did Erik Wiese have in the production of CatDog, The X's, and 2000 Sammy?"
"In 1964, Carol Channing won the Tony Award for Best Actress in a Musical for her work in Hello, Dolly!","In 1964, Channing won a Tony Award for Best Actress in a Musical for Hello, Dolly!",totto_source/train_json/example-13193.json,20894,What awards did Channing win in 1964?
"In ""The Steve Harvey Show"", Wendy Robinson played the character Regina ""Piggy"" Grier. In ""The Game"", she played the character Tasha Mack.","Robinson played Regina ""Piggy"" Grier in the The Steve Harvey Show (1996–2002), and Tasha Mack in the The Game (2006–15).",totto_source/train_json/example-65.json,7766,"Name the characters played by Wendy Robinson in both ""The Steve Harvey Show"" and ""The Game""?"
Klaus Allofs scored 3 goals in the UEFA Euro 1980 game against the Netherlands.,Allofs scored three times in a 3–2 win against Netherlands in the UEFA Euro 1980.,totto_source/dev_json/example-1159.json,1160,How many goals did Klaus Allofs score in the UEFA Euro 1980 game against the Netherlands?
"The outcome of the 1865 Gold Fields by-election was that Charles Edward Haughton, running as an Independent candidate, won with 227 votes, a majority of 78 votes.",Haughton received 227 votes out of a total of 506 and his majority was 78 votes.,totto_source/train_json/example-9410.json,17111,What was the outcome of the 1865 Gold Fields by-election?
"In 2010, Boyzone released two singles - ""Gave It All Away"" and ""Love Is a Hurricane"". ""Gave It All Away"" reached number 1 in Ireland and number 42 in the UK charts. ""Love Is a Hurricane"" reached number 39 in Ireland and did not chart in the UK.","In 2010, ""Gave It All Away"", the single from Boyzone discography's album Brother, peaked at number 9 in the UK and number 1 in Ireland; ""Love Is a Hurricane"" was also released as a single from the album.",totto_source/train_json/example-5070.json,12771,How did Boyzone perform as a band during the year 2010 with their releases?
"In 2008, Stefan Valdobrev played the role of Stoyan in The World Is Big and Salvation Lurks Around the Corner.","In 2008, Stefan Valdobrev performed the character of Stoyan in the film The World Is Big and Salvation Lurks Around the Corner.",totto_source/dev_json/example-908.json,909,What role did Stefan Valdobrev play in The World is Big and Salvation Lurks Around the Corner in 2008?
"During his time with the Jolly Club, Martino Finotto achieved the following:
- 1972: 8th position in Campionato Italiano di Turismo with a Ford Escort RS 1600
- 1st position in Coppa CASI di classe 2000cc with a Ford Escort RS 1600
- 1973: 7th position in Campionato Italiano di Turismo with a Ford Escort RS 1600
- 1st position in Coppa CASI di classe 2000cc with a Ford Escort RS 1600
- 1974: 7th position in European Touring Car Championship with a BMW 3.0 CSL
- 1975: 3rd position in European Touring Car Championship with Castrol Team Zakspeed Jolly Club, driving a Ford Escort RS 1600
- 1977: 1st position in Coppa Intereuropa with a Porsche 935
- 1977: 5th position in European Touring Car Championship with Luigi Racing, driving a BMW 3.0 CSL
- 1978: 4th position in European Touring Car Championship with Jolly Club, driving a BMW 3.0 CSL
- 1979: 1st position in European Touring Car Championship with Jolly Club, driving a BMW 3.0 CSL","Martino Finotto finished 3rd in 1975, 5th in 1977, and 4th in 1978 with BMW 3.0 CSL under the Jolly Club.",totto_source/train_json/example-295.json,7996,What were the achievements of Martino Finotto during the Jolly Club?
"In the 2008 Fujitsu V8 Supercar Series and the 2009 V8 Supercar Championship, Mark McNally drove a Holden VZ Commodore. In 2008, he drove for Brad Jones Racing and in 2009, he drove for Kelly Racing.","McNally drove Commodore for Brad Jones Racing in the 2008 Fujitsu V8 Supercar Series, and for the Kelly Racing in the 2009 V8 Supercar Championship.",totto_source/train_json/example-430.json,8131,What car did McNally drive in 2008 Fujitsu V8 Supercar Series and 2009 V8 Supercar Championship and for which team/s?
"The Pre-Scenes From a Memory festival took place on July 31, 1999, in Seoul, South Korea at Inchon.","The Pre-Scenes From a Memory was held in Inchon, Seoul, South Korea (Triport '99 Rock Festival), on July 31, 1999.",totto_source/train_json/example-13718.json,21419,When and where did the Pre-Scenes From a Memory festival take place?
Brian Rast won the championship in 2011 and 2016.,"Brian Rast became the two time champion after winning the event in 2011 and 2016, earning him $1,720,328 and $1,296,097 respectively.",totto_source/train_json/example-2613.json,10314,When did Brian Rast win the championship?
"Hilarie Burton starred as Sara Ellis in White Collar (2010–13) and in 2013, she played a recurring role as Dr. Lauren Boswell in Grey's Anatomy.","Hilarie Burton starred as Sara Ellis in White Collar (2010–13) and in 2013, she had a recurring role as Dr. Lauren Boswell in Grey's Anatomy.",totto_source/train_json/example-4501.json,12202,"Who starred as Sara Ellis in White Collar (2010–13) and in 2013, played a recurring role as Dr. Lauren Boswell in Grey's Anatomy?"
"Peralta played well at the 2015 CONCACAF Gold Cup, scoring three goals in the tournament.","Peralta played at the 2015 CONCACAF Gold Cup and scored a 6–0 defeat of Cuba in Chicago, as well as a 3–1 win against Jamaica in Philadelphia.",totto_source/train_json/example-13094.json,20795,How well did Peralta play at the 2015 CONCACAF Gold Cup?
"David Ernest Buffett was speaker of the Assembly from May 22, 1989 to May 20, 1992, from May 4, 1994 to 1997, and from February 28, 2000 to 2006.",Buffet was elected as Speaker of the Norfolk Legislative Assembly on 20 March 2013 and had previously served as Speaker from 1994–1997 and 2000–2006.,totto_source/train_json/example-2769.json,10470,When was David Ernest Buffett speaker of the Assembly?
"The party ""Serbia is Winning (SNS–SDPS–PUPS–NS–SPO–PS–PSS–NSS–SNP)"" won the majority of seats with 131 seats, which was 39 seats more than the previous election.","Serbia had majority, winning 131 of the 250 seats.",totto_source/train_json/example-9605.json,17306,Which party won the majority seats and by how much in the 2016 Serbian parliamentary election?
Masakazu Koda first joined the Japan Football League in the season 1995. He played for Vissel Kobe.,"In 1995, Masakazu Koda moved to Japan Football League club Vissel Kobe.",totto_source/dev_json/example-1999.json,2000,When did Masakazu Koda first joined the Japan Football League and which club did he play for?
"In the 2006 Ibero-American Championships at Ponce, Puerto Rico, Fadrique Iglesias finished in 2nd place in the 800m race and 11th place in the 1500m race.","In 2006 Ibero-American Championships, Fadrique Iglesias finished 800 m in a time of 1:48.16 at Ponce, Puerto Rico.",totto_source/train_json/example-6515.json,14216,"How did Fadrique Iglesias perform in the 2006 Ibero-American Championships at Ponce, Puerto Rico?"
The SkyTeam livery includes one Boeing 777-300ER and one Boeing 737-900.,The SkyTeam livery includes (777-300ER) and (737-900).,totto_source/train_json/example-13248.json,20949,What is included in the SkyTeam livery?
The half-life of ²⁷⁰Bh is 61 seconds and the half-life of ²⁷⁴Bh is 40 seconds.,The Bohrium isotopes ²⁷⁰Bh and ²⁷⁴Bh have an half-lives of about 61 s and 40 s.,totto_source/train_json/example-3571.json,11272,What are the half-lives of the Bohrium isotopes ²⁷⁰Bh and ²⁷⁴Bh?
"Ian Thorpe performed better than Ryk Neethling in the 2004 Summer Olympics Men's 100 metre freestyle. Thorpe finished in 8th place with a time of 48.56, while Neethling finished in 4th place with a time of 48.63.",Australia's Ian Thorpe edged out Ryk Neethling with 48.56 and clinched a bronze medal by 0.07 of a second.,totto_source/train_json/example-13345.json,21046,How did Ian Thorpe perform compared to Ryk Neethling in the 2004 Summer Olympics Men's 100 metre freestyle?
Enoch Powell lost his seat in 1974 (Oct) and it was won by the Ulster Unionist Party.,Powell lost to Eddie McGrady of the Social Democratic and Labour Party in 1987.,totto_source/dev_json/example-2258.json,2259,"When did Powell lose his seat, and to which party?"
"At the 1993 World Championships in Stuttgart, Paul Meier performed well and secured the 3rd position in the Decathlon event with a score of 8548 points.",German athlete Paul Meier won a bronze medal with 8548 points at the 1993 World Championships in Stuttgart.,totto_source/train_json/example-4676.json,12377,How did Paul Meier perform at the at the 1993 World Championships in Stuttgart?
"At the 2013 World Championships in Moscow, Russia, Mikhail Ryzhov finished in 2nd place in the 50 km race walking event with a time of 3:38:58.","Mikhail Ryzhov won the silver medal in the 50 km walk event at the 2013 World Championships in Moscow, Russia.",totto_source/train_json/example-4863.json,12564,"How did Mikhail Ryzhov perform at the at the 2013 World Championships in Moscow, Russia?"
China won gold for both boys' and girls' teams.,China secured the boys' and girls' team event after beating the Indonesia men's team and the South Korea women's team respectively.,totto_source/train_json/example-7449.json,15150,Who won gold for boys' and girls' teams?
"Linda Stahl won her second gold medal at the European Championships in Barcelona, Spain in 2010.","Linda Stahl won gold for her second time at the 2010 European Championships in Barcelona, Spain for a throw of 66.81 metres.",totto_source/train_json/example-7064.json,14765,"When, where, and how did Linda Stahl win her second gold medal?"
